id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
5791741,Barcelona Beach House 1,30047530,Luke,Ciutat Vella,la Barceloneta,41.38161442660848,2.190068530441583,Private room,39,1,121,2016-12-05,6.88,2,203
12238430,room next to the beach,13909186,Roh,Ciutat Vella,la Barceloneta,41.378615202652576,2.192115597889858,Private room,25,2,11,2016-10-01,1.51,1,294
11642067,Habitacion doble cerca de la playa,7644919,Karmen,Ciutat Vella,la Barceloneta,41.3810654193521,2.1911863863951475,Private room,50,1,0,,,2,0
598329,views apartment,2958781,Carlos,Ciutat Vella,la Barceloneta,41.377007473601005,2.187447690896591,Entire home/apt,120,3,24,2016-11-12,0.55,1,234
8396868,Barceloneta a dos min. del Mar.,44238481,Montse,Ciutat Vella,la Barceloneta,41.37823761100658,2.1898583795150555,Entire home/apt,70,5,6,2016-08-30,1.05,1,362
13223258,Your apartment 2 blocks from Barceloneta's beach!,73715053,Mercedes,Ciutat Vella,la Barceloneta,41.3811876573753,2.1914108368469645,Entire home/apt,60,2,26,2016-11-27,4.11,2,159
16112304,Private room in a cozy flat front of the port,5667460,Audrey,Ciutat Vella,la Barceloneta,41.38074407346023,2.1877290539750773,Private room,25,3,0,,,1,67
6660119,"Beach apartment, Barceloneta!",4472095,Martina,Ciutat Vella,la Barceloneta,41.37819302220065,2.187741713595144,Entire home/apt,160,3,27,2016-11-07,1.51,5,312
10986304,Barcelona Beach. Renovated Feb 2016,3039107,Manuel,Ciutat Vella,la Barceloneta,41.37781816808367,2.191120062096554,Entire home/apt,89,2,31,2016-11-13,3.37,21,77
13181578,Modern Seaside Apartment,20221661,Martin,Ciutat Vella,la Barceloneta,41.379029275000484,2.1902055995116054,Entire home/apt,80,5,6,2016-11-16,1.05,1,363
13541976,Single bedroom in Barceloneta,67875081,Joana,Ciutat Vella,la Barceloneta,41.381057718522,2.188546211450966,Private room,45,1,1,2016-06-27,0.18,1,0
8298499,Room 5 minutes from the beach!,43754762,Sofie,Ciutat Vella,la Barceloneta,41.38142327126769,2.188029125289785,Private room,25,4,0,,,1,0
9995579,Amazing apartment near the sea!,1524312,Christian,Ciutat Vella,la Barceloneta,41.380486707707185,2.1924545610686907,Entire home/apt,93,1,38,2016-11-27,3.83,2,324
7715387,A 20m de la playa y 10min al centro,40533353,Marina,Ciutat Vella,la Barceloneta,41.38070314259824,2.1908245618548623,Private room,18,1,44,2016-11-26,2.77,1,172
12256640,"Comfortable flat, 3min to the Sea!",21444455,Carlos,Ciutat Vella,la Barceloneta,41.378460173965166,2.1913329758624753,Entire home/apt,70,1,14,2016-09-15,1.92,1,90
15212784,"Beautiful flat in Gothic Quarter, BCN Center!",94993681,Ellie,Ciutat Vella,la Barceloneta,41.38112582387545,2.1826696220195387,Private room,40,1,3,2016-10-17,1.36,1,315
9904337,Barcelona cosy shared apartment,46612869,Iemanja,Ciutat Vella,la Barceloneta,41.377899597343855,2.188970899912888,Private room,40,1,10,2016-08-28,1.21,4,365
12982519,Double room at Penthouse Beach Apartment,71484230,Jeff,Ciutat Vella,la Barceloneta,41.379773381403,2.191657756148161,Private room,49,1,46,2016-11-22,6.54,1,355
15111453,Central & bright double room with private balcony,17972626,Emma,Ciutat Vella,la Barceloneta,41.3785799177196,2.1886434707195477,Private room,35,2,11,2016-12-07,4.29,3,11
16161978,SINGLE ROOM IN BARCELONETA,2199181,Daniela,Ciutat Vella,la Barceloneta,41.37833483498542,2.191431449447891,Private room,25,1,0,,,2,151
9182120,Million Dollar Views BCN,47776344,Merlin,Ciutat Vella,la Barceloneta,41.37887320013402,2.188374130499691,Entire home/apt,80,2,17,2016-11-01,1.59,1,347
5184160,piso en buien estado y tranquilidad,17584964,Sara,Ciutat Vella,la Barceloneta,41.38166613500581,2.1861797991567253,Private room,35,1,35,2016-10-31,2.13,1,365
13179958,Little room with terrace solarium.,73706772,Francisco,Ciutat Vella,la Barceloneta,41.38049750963746,2.1920081215804395,Private room,26,5,1,2016-05-24,0.15,1,363
5609675,piso  en centro cerca de playa,28631272,Sonia,Ciutat Vella,la Barceloneta,41.3803214576175,2.1896575410287364,Entire home/apt,50,1,44,2016-11-12,2.15,1,342
3687378,Cozy flat in beach area,14401363,Fernando,Ciutat Vella,la Barceloneta,41.38135883237424,2.189096263375916,Entire home/apt,75,3,7,2016-11-22,1.71,1,15
13735656,Appartement à 2 pas de la mer!!,4575774,Greg,Ciutat Vella,la Barceloneta,41.380973409126526,2.1925530627270766,Entire home/apt,70,2,2,2016-07-17,0.38,1,7
9869471,BARCELONETA flat with balcony,50791942,Caherine And Rima,Ciutat Vella,la Barceloneta,41.38210933382604,2.187149921488859,Entire home/apt,53,5,11,2016-09-26,1.13,3,302
8754764,The first line of the beach!,45915080,Nina,Ciutat Vella,la Barceloneta,41.37908669740104,2.1907234420345905,Private room,17,1,5,2016-06-13,0.64,5,365
6384387,Cozy double room-Barceloneta Beach,32736439,Berna,Ciutat Vella,la Barceloneta,41.38233591721188,2.188426755259831,Private room,39,1,69,2016-11-28,3.67,2,227
7607649,Private Room Next to the Beach,8909895,Ufuk,Ciutat Vella,la Barceloneta,41.376375385356056,2.1892846536129635,Private room,27,2,19,2016-10-20,1.21,1,350
12424504,The King of Barceloneta,17842647,Alana,Ciutat Vella,la Barceloneta,41.38147747185879,2.1901902292291044,Entire home/apt,110,1,11,2016-09-09,1.55,2,180
14489500,Barceloneta's Dream,61822484,Belen,Ciutat Vella,la Barceloneta,41.38211073747076,2.1898514574039454,Private room,38,2,10,2016-11-02,2.91,1,0
14349679,Double Room in Penthouse with big Terrace,8002483,Niko&Pau,Ciutat Vella,la Barceloneta,41.3799302242339,2.187182848047606,Private room,50,3,9,2016-11-02,2.37,1,90
15834653,DOUBLE ROOM IN BARCELONETA,2199181,Daniela,Ciutat Vella,la Barceloneta,41.37692909347225,2.18986232614661,Private room,30,1,0,,,2,338
7476761,Cosy apartment in Barceloneta,22619210,Grzegorz,Ciutat Vella,la Barceloneta,41.381801716869965,2.1892805958689183,Private room,80,2,2,2016-03-27,0.13,1,0
10457823,"By the beach, near center city. Sunny,cozy, quiet!",53882853,Lila,Ciutat Vella,la Barceloneta,41.377730015271574,2.1895200448004664,Entire home/apt,79,4,4,2016-11-25,0.61,1,285
2069105,M1 APARTMENT NEXT TO THE BEACH,6099660,Barcelona Bedroom,Ciutat Vella,la Barceloneta,41.378507308839424,2.1897765554853987,Entire home/apt,45,3,17,2016-11-20,0.48,32,333
13931097,Old town next to the beach,52002521,Alexandra,Ciutat Vella,la Barceloneta,41.37859435752976,2.190423282402364,Entire home/apt,90,3,6,2016-09-14,1.23,5,2
13504961,"Modern flat, 2 min from the beach!",11782788,Lucas,Ciutat Vella,la Barceloneta,41.3794870896927,2.1906855003795656,Entire home/apt,115,5,0,,,1,0
9278225,Recently renovated apartment by beach.,48183618,Carlos,Ciutat Vella,la Barceloneta,41.381467314044556,2.1889497629307773,Entire home/apt,200,30,5,2016-10-04,0.67,1,220
16191548,Pretty and Sunny room seafront Barcelona,88838228,Mary,Ciutat Vella,la Barceloneta,41.378930900414964,2.189823811274605,Private room,30,1,0,,,1,62
9618080,habitacion con vistas impresionante,49635010,Joaquin,Ciutat Vella,la Barceloneta,41.37482576093914,2.1888782424041,Private room,100,1,0,,,1,0
14997587,Cozy bedroom near the beach,75437920,Pippi,Ciutat Vella,la Barceloneta,41.37917717587577,2.188858861095801,Private room,19,1,8,2016-12-06,3.20,1,10
15503407,Modern apartment on the beach,21961131,Gabriel,Ciutat Vella,la Barceloneta,41.37796798447948,2.189566751854937,Entire home/apt,106,3,0,,,2,26
3182426,SUNNY DOUBLE ROOM 5mn far from THE BEACH :-) !,9539127,Namastée,Ciutat Vella,la Barceloneta,41.37901824351986,2.190337050990129,Private room,50,1,29,2016-10-28,1.78,1,26
10030916,Near the beach,51497759,Juan,Ciutat Vella,la Barceloneta,41.37754265681482,2.1909508141975866,Entire home/apt,95,3,12,2016-10-24,1.06,2,362
13864650,Perfect room at Barceloneta beach!,2130870,Stanislav,Ciutat Vella,la Barceloneta,41.38055604790826,2.189144566162315,Shared room,40,1,6,2016-11-01,1.45,1,89
8621179,On the beach,1225026,Lars Erlend,Ciutat Vella,la Barceloneta,41.37491141711865,2.1870732299993434,Entire home/apt,200,30,5,2016-02-25,0.35,1,340
3443825,Habitavión doble grande y luminosa,17355683,Conchi,Ciutat Vella,la Barceloneta,41.38001582359099,2.190232536511463,Private room,40,2,38,2016-10-02,1.31,1,365
2100288,The sea near the Gothic area  WI FI,10541894,Tamara,Ciutat Vella,la Barceloneta,41.38143365744836,2.187021859125881,Entire home/apt,35,2,91,2016-12-04,2.56,4,353
7933910,"Cosy, luminous flat by the beach",10069375,Izabela,Ciutat Vella,la Barceloneta,41.380116507391,2.187446257765506,Entire home/apt,75,3,3,2016-04-18,0.32,1,0
7704505,"✪2 bedroom apartment, beach, WiFi",40261928,Dan,Ciutat Vella,la Barceloneta,41.37865257363285,2.190357003951289,Entire home/apt,50,3,26,2016-11-20,1.74,13,356
15403814,Great 2-bedroom flat next to the beach!,14925915,Zan Jean,Ciutat Vella,la Barceloneta,41.383322216879634,2.1883710349215866,Entire home/apt,120,2,0,,,1,68
16157618,La Barceloneta,93508294,Paméla,Ciutat Vella,la Barceloneta,41.3796707394786,2.18885548541817,Private room,40,2,0,,,1,354
9309021,Barceloneta,45915080,Nina,Ciutat Vella,la Barceloneta,41.378524716305776,2.1901653556837193,Private room,15,1,6,2016-06-20,0.67,5,364
6720330,Great Location - with Beach view,35188171,Hugo,Ciutat Vella,la Barceloneta,41.377574514135226,2.1889112385633096,Private room,37,1,36,2016-10-20,2.01,1,179
10028983,SANTA LLUISA,5583695,Felicidad,Ciutat Vella,la Barceloneta,41.37961567904783,2.1924007037628535,Entire home/apt,65,3,22,2016-11-09,2.30,4,319
100256,"BARCELONA CENTRO EN LA PLAYA ,WIFI",527201,Peca,Ciutat Vella,la Barceloneta,41.379833413531514,2.1924938520602577,Entire home/apt,65,2,46,2014-10-07,0.83,2,221
3114903,Barcelona Beach Pad - Bedroom 1,15827461,D,Ciutat Vella,la Barceloneta,41.37910892990654,2.1928853757602345,Private room,27,5,30,2016-09-26,0.99,2,90
8226661,Big Double room with sea view,43379257,ZenFlatBarcelona,Ciutat Vella,la Barceloneta,41.375687806259464,2.1913583538693397,Private room,40,2,35,2016-10-05,2.32,1,360
641646,Centric Barceloneta Sunnyroom,689218,Sofía,Ciutat Vella,la Barceloneta,41.37904299499342,2.1887210524514598,Private room,45,3,27,2016-11-22,4.38,1,194
5327097,Beautiful duplex apartment ,3513264,Tony,Ciutat Vella,la Barceloneta,41.38261239139583,2.1923736519080745,Entire home/apt,299,3,25,2016-10-25,1.16,1,155
7538444,Apart con mucha luz todo el dia,36705581,Reina,Ciutat Vella,la Barceloneta,41.37691102559721,2.188385385806243,Entire home/apt,84,3,14,2016-10-31,0.87,1,364
15271985,"Dormitorio doble, acogedor en la Barceloneta",97166197,Alberto,Ciutat Vella,la Barceloneta,41.3785109912765,2.1904545175025976,Entire home/apt,40,2,9,2016-12-04,5.19,1,52
13337652,Cozy apartment  5 minutes walk from the sea,20000228,Krystian,Ciutat Vella,la Barceloneta,41.381445552651186,2.1880081338017057,Entire home/apt,80,5,2,2016-08-14,0.47,1,10
7701372,Beach arquitect reformed apartment1,7168856,David,Ciutat Vella,la Barceloneta,41.377585673037764,2.1907789580083405,Entire home/apt,75,32,2,2016-06-27,0.18,5,341
10847025,Apartamento Barceloneta luminoso,55829555,Felipe,Ciutat Vella,la Barceloneta,41.38192649522725,2.184988654233421,Entire home/apt,58,1,1,2016-05-25,0.15,1,340
2917116,Lovely Room next to the Marina,14892489,Adam & Daniela,Ciutat Vella,la Barceloneta,41.38077879154732,2.183240584950273,Private room,54,2,17,2014-09-19,0.55,1,68
16188694,CHARMING STUDIO BY THE BEACH,28843596,Iz,Ciutat Vella,la Barceloneta,41.376644557220025,2.189002553280987,Private room,40,2,0,,,2,109
14583004,Cozy apartment 2 min walking to barceloneta beach,90394523,Akin,Ciutat Vella,la Barceloneta,41.37874069473375,2.1901247191053534,Entire home/apt,10,1,1,2016-08-20,0.27,1,0
7897797,Lovely Room...acogedora Habitacion con Vista,41449572,Veruska,Ciutat Vella,la Barceloneta,41.380956207913705,2.1875157826588993,Private room,40,2,11,2016-09-05,0.72,1,363
1056236,ROOM WITH TERRACE Beach,5817754,Susana,Ciutat Vella,la Barceloneta,41.38205331472422,2.1880800719671036,Private room,75,2,16,2016-08-15,0.37,2,365
765443,"ALL YOU NEED IN SINGLE ROOM,CENTER",1440152,Majra,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38580739632385,2.1766264416603707,Private room,25,2,158,2016-11-16,3.18,4,140
2623080,Cozy stylish ROOM in El Borne,13433695,N&M,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38508519111456,2.1811310165327917,Private room,30,2,129,2016-11-30,4.11,3,293
1787830,"Sunny room near the sea, Fort Pienc",9381979,Brenda Rita,Eixample,el Fort Pienc,41.39825454252625,2.184215969790032,Private room,28,2,71,2016-10-17,4.11,1,7
772207,Central suite 15 min. to the sea,2603530,Roberta,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.387335446944704,2.1776730290536404,Private room,70,2,10,2015-12-25,0.24,2,290
13186461,BORN,45915080,Nina,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38851816713235,2.1785031885143824,Private room,17,1,4,2016-12-04,1.88,5,57
13758592,"Bonita Room in El Born, Barcelona",77277110,Maria,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38716358254974,2.1787049219619528,Private room,40,2,12,2016-11-09,2.37,3,362
663732,Modern room for trendy week-end,3348358,Pier,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38721305860798,2.1764130495736516,Private room,28,2,154,2016-12-06,3.07,1,304
4357446,DOUBLE ROOM WITH PRIVATE BATHROOM ,22618384,Chiara,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.390535287466655,2.1807643833556876,Private room,35,2,13,2016-10-31,0.70,1,356
12977479,Bonita habitación / estupendo atico,8601091,Seb,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38455057214018,2.1818449128750537,Private room,40,2,16,2016-11-14,2.26,1,17
12450041,Linda habitación Centro Barcelona,7049581,Dany&Marta,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38418204346266,2.178670262311591,Private room,40,2,7,2016-09-07,0.92,1,134
15847293,large bedroom with dressing room and refrigerator,5108525,Wal,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.386961852036784,2.1789788363886577,Private room,35,3,0,,,1,360
16021725,Bright and Sunny room Design Flat,21048982,Lucy,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38870612365941,2.1744766070610932,Private room,43,1,1,2016-11-27,1,1,192
15463548,Placa Catalunya - Centro de BARCELONA,98822537,Gayane,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38810457580012,2.1771421130704622,Private room,15,1,3,2016-10-31,1.67,3,350
14012150,NICE ROOM IN SPECIAL APPARTEMENT,7710997,Núria,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38745856346052,2.1755058451975655,Private room,70,1,6,2016-10-21,1.35,1,67
7140630,Habitación doble en el centro deBCN,37396319,Alejandro,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38449488490409,2.178258740559999,Private room,60,1,0,,,1,0
1596037,Central sunny room + private bathroom and balcony,5677460,Eva,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38957234479331,2.177170340580863,Private room,40,1,83,2016-11-23,2.13,1,322
7919537,Room+private livingroom and balcony,28643909,Helena,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38404098338816,2.1801809537529446,Private room,49,2,41,2016-11-20,2.67,1,88
12988215,Nice room in Born!,24170705,Anahi,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38732785543379,2.176284915911951,Private room,65,1,3,2016-06-27,0.48,3,14
669799,3 BEDROOMS & BREAKFAST,3392163,Luisa,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.384739873947346,2.1791551363899653,Private room,120,1,57,2016-08-04,1.10,1,305
9012327,Double bed+Cozy Flat+BCN Center   A,47059252,Welcome,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38461576442949,2.1794382406996102,Private room,30,1,10,2016-05-27,0.88,8,353
13424681,Cosy Room in the old city Center Barcelona,5262576,Stefano,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.388607785171345,2.1786252346729196,Private room,19,1,0,,,1,10
13385259,Double bedroom and private bath in stylish flat,313871,Simon,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.386737184043334,2.1774034216636013,Private room,39,1,0,,,1,0
7251148,QUITE ROOM,3594411,Pilar,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38964782355289,2.17828490429435,Private room,25,1,19,2016-11-26,2.64,5,57
15049358,Trendy apartment in the cultural heart of the city,25216053,Paul,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3840720020133,2.18253641170331,Private room,38,1,5,2016-10-25,1.79,1,58
971840,Lovely room in Born neighborhood !,5195373,Sofía,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.384091744804266,2.1812304586574225,Private room,30,2,28,2016-11-14,0.99,1,79
3942411,Little Bedroom /*Center City.,20428484,Carolina,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.389065392328625,2.1762250065314417,Private room,39,2,60,2016-11-13,2.24,1,104
14344959,Preciosa y luminosa habitación en el Borne,25240310,Jennifer,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.388206596569674,2.1810471064254173,Private room,35,1,4,2016-09-19,1.04,1,360
11289350,Big cozy room with private bathroom,58984000,Suy,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.387409255841106,2.1796509102160564,Private room,40,3,19,2016-11-30,2.20,1,172
13333614,Habitacion baño privado en el born,32779757,Moises,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38501409345816,2.180244668157253,Private room,65,1,23,2016-10-24,4.06,2,360
13061912,Big room with balcony in the best area of the city,71324908,Manuel,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38348901320464,2.179731301987355,Private room,45,2,31,2016-11-30,4.70,2,69
3546165,Nice room in Barcelona's center,16297830,Joana,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38456468345121,2.179525023767645,Private room,40,2,94,2016-10-31,3.29,2,85
14370713,Double room in the heart of El Born,88172364,Ivan,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38587442880388,2.1784768139187127,Private room,50,2,8,2016-11-21,2.67,1,46
204605,Beautiful room in the center (Born),974324,Maria,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38611233672311,2.1844238504311204,Private room,50,3,72,2016-10-21,1.12,2,42
11232957,Lovely Room Plus Private Lounge Born,58550328,Christophe,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38889985527071,2.1798891116364607,Private room,52,2,26,2016-11-21,3.47,1,323
8803139,Beautiful single room in Born,45263964,Tomas,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38620537767304,2.182506599290599,Private room,45,1,36,2016-11-10,2.90,2,151
2252210,love nest in the Born/center bcn,11502763,Anne-Cécile,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38382909918432,2.182738232018274,Private room,45,2,96,2016-11-21,3.26,1,290
10833830,DOUBLE ROOM IN BORN DISCTRIC,3937003,Pedro,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38277740621127,2.1815696706641377,Private room,40,2,4,2016-04-11,0.42,7,362
9057691,Big light room with private balcony,4626323,Anja,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.385335865241146,2.184495907220614,Private room,55,1,13,2016-06-30,1.19,1,365
11352620,Modern Double Room in El Born with A/C!,59449514,Chantal,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.388631640823064,2.1788183668848244,Private room,39,3,21,2016-11-07,2.19,1,62
5756459,★★★★★Habitacion en el centro★★★★★,29861893,Nouri,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38795192558116,2.178237238447973,Private room,30,1,46,2016-11-22,2.36,2,365
6564606,Private room in Atic. Best Views & Location,16466046,A,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38890138566185,2.1825542888903233,Private room,75,4,40,2016-10-31,2.18,1,16
14741033,"Spacious room, Cozy Apartment In el Borne (shared)",31201828,Marvin,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38215786971157,2.182038842930438,Private room,56,2,4,2016-11-11,1.35,1,87
13889881,"Linda habitación en el Borne, Barcelona",77277110,Maria,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3857374212429,2.1779202722359283,Private room,38,2,11,2016-10-27,2.19,3,364
7120267,Cool Room in Borne (near Ghotic),36538267,Monica,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.389720299032604,2.1794222170146225,Private room,40,1,9,2016-10-31,0.61,2,361
4883792,Private room in an old mansion.,25125392,Arola,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3848467447451,2.181425997698674,Private room,105,2,90,2016-11-20,4.38,1,167
6015385,Central Sunny Room Private Bathroom,31097316,Fra And Rob,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.390438787025396,2.1792704344954172,Private room,29,1,118,2016-12-01,5.97,1,292
6320731,HABITACION PRIVADA en CASCO HISTÒRICO de BARCELONA,31677443,Nancy,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3860606131402,2.1789465474535037,Private room,25,4,85,2016-11-02,4.44,1,354
13651762,Two single beds center Barcelona,29227277,Gerardo Hernan,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38618661883596,2.1772864413219173,Private room,20,1,41,2016-12-06,7.32,4,150
14940286,Sunny apartament in Bcn Centre-Sta.Caterina market,93988743,Maria,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38828241046097,2.180392554450232,Private room,85,2,1,2016-10-07,0.48,1,57
12338601,SPACIOUS ROOM + PRIVATE LIVING AREA,66599852,Andrea,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38634428950044,2.178935253470678,Private room,50,1,47,2016-10-26,5.97,1,97
507074,Lovely & Sunny apartment in Center ,2042948,Xabi & Lucia,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38638570187957,2.18357846716205,Private room,50,2,207,2016-11-20,3.85,1,245
13813601,Quite & Nice bedroom in the center of Barcelona,37115183,Carole,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38887353601026,2.177423747311848,Private room,37,1,9,2016-10-30,1.88,1,50
4565814,Habitación privada en el Born,15631485,Maria Eugenia,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3849464472401,2.182277486199316,Private room,45,1,18,2016-10-31,0.76,1,365
11786859,5min from Ramblas. Newly renovated2,20631484,Cisco,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.388061618642624,2.174779101941357,Private room,60,3,6,2016-10-30,0.79,1,233
216699,SUPER CENTRAL DOUBLE ROOM+TERRACE!,1118232,Fran,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.384841789072844,2.1779576682072954,Private room,42,3,225,2016-12-04,3.74,1,183
14233033,"Pretty cool Borne, room and terrace.",86070767,Gunther & Serena,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38540443020305,2.1781016577900476,Private room,35,2,7,2016-10-23,2.02,1,52
10943381,凯旋之门 5# Guesthouse of Arc de Triomf,56743475,Sarah,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38928517737401,2.1788496346757866,Private room,38,1,20,2016-10-25,2.08,4,362
13559151,STYLISH BEAUTIFUL CENTRAL ROOM IN HEART BARCELONA,71443969,Santiago,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.387590501591305,2.1773268038035503,Private room,20,1,11,2016-11-01,2.17,3,104
10120072,Double room in the city center,8251905,Daphné,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.384822479280075,2.179823969461126,Private room,30,1,42,2016-11-14,3.65,1,85
13819908,"En plein coeur de Barcelone, Plage à 5 min à pied!",81411210,Anissa,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.382860072774236,2.1849114714426374,Private room,37,3,0,,,1,0
13461255,Habitación doble muy amplia y luminosa.,76939734,Irene,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38671048816254,2.1813658089711043,Private room,57,1,4,2016-10-02,0.83,1,79
14566377,2 BEDS WITH WINDOW IN CENTER,89473659,Ziyat,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3866973654215,2.1816892795979514,Private room,30,2,9,2016-11-21,2.67,2,359
13929829,COSY CENTRAL ROOM IN MODERN FLAT,71443969,Santiago,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38766390536,2.1758780611109434,Private room,15,1,26,2016-11-23,5.31,3,158
14530793,Lovely room with private bathroom in the heart of,3509425,Anne-Cécile,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38796988089323,2.181921151925159,Private room,55,1,16,2016-11-24,4.95,1,341
338268,The arati's house,1718732,Judith,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38850448568939,2.17502639002631,Private room,55,2,16,2013-08-21,0.29,1,0
4539074,Great location!,22299453,Ana,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.389615984300036,2.177101273352357,Private room,35,2,81,2016-11-28,3.44,1,357
14081312,Terrace Penthouse for Couple in Born - City Center,3158107,Rahul,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.383257336072916,2.1823866060155677,Private room,75,2,0,,,1,25
213581,Room Centric + Personal Dressing,1100014,Sol,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38817670616011,2.1757101702169543,Private room,25,2,121,2016-11-23,2.05,3,347
10099313,atic amb terrassa i vistes Barcelon,51826283,Avinguda Diagonal,Eixample,el Fort Pienc,41.39989548127079,2.1760748463050787,Private room,50,1,0,,,1,0
13809830,Big and Luxury Private Double Room with bathroom,45457535,Marc,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38711604662436,2.1810223840224907,Private room,50,5,1,2016-08-23,0.28,1,83
1698251,Casa Bonita.Best Area//AC/WiFi,3970295,Arnau,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.383868770615315,2.182367228880754,Entire home/apt,85,5,36,2016-11-13,1.13,8,360
1292074,Centric Apartment Barcelona-El Born,7025349,Francisco,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.387685262938426,2.1816925632357926,Entire home/apt,79,3,97,2016-11-13,2.34,2,355
738278,Downtown Penthouse Panoramic views!,3857753,Antoine,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.384040962246544,2.1790510582529,Entire home/apt,75,3,183,2016-11-21,3.71,2,351
11997265,Best Location Born Apartment,64147909,Nacho,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38275285375617,2.1827254676185497,Entire home/apt,89,2,35,2016-10-30,4.27,1,357
15994127,Perfect room in Barca,43661755,Kevin,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.390172182920274,2.181520606542328,Private room,15,1,0,,,4,81
